train_loss,train_acc,epoch,step
0.8367711901664734,1.0,0,0
0.787806510925293,1.0,0,1
0.7542014122009277,1.0,0,2
0.774476945400238,1.0,0,3
0.7735415697097778,1.0,0,4
0.7484280467033386,1.0,0,5
0.7720410823822021,1.0,0,6
0.6802840828895569,1.0,0,7
0.8273302912712097,1.0,0,8
0.7505097389221191,1.0,0,9
0.7805285453796387,1.0,0,10
0.7940258979797363,1.0,0,11
0.7755406498908997,1.0,0,12
0.7706100940704346,1.0,0,13
0.7984341382980347,1.0,0,14
0.7482842206954956,1.0,0,15
0.8244689702987671,1.0,0,16
0.8177008032798767,1.0,0,17
0.7609604597091675,1.0,0,18
0.7814875841140747,1.0,0,19
0.8328123092651367,1.0,0,20
0.8096669316291809,1.0,0,21
0.8115534782409668,1.0,0,22
0.8168596029281616,1.0,0,23
0.8147590756416321,1.0,0,24
0.7771925926208496,1.0,0,25
0.8201380968093872,1.0,0,26
0.7847046852111816,1.0,0,27
0.7854852676391602,1.0,0,28
0.8457365036010742,1.0,0,29
0.7264297604560852,1.0,0,30
0.7511555552482605,1.0,0,31
0.86446213722229,1.0,0,32
0.7921020984649658,1.0,0,33
0.8114588856697083,1.0,0,34
0.8678698539733887,1.0,0,35
0.7909232378005981,1.0,0,36
0.780878484249115,1.0,0,37
0.7689963579177856,1.0,0,38
0.8447479605674744,1.0,0,39
0.8401302695274353,1.0,0,40
0.8325831890106201,1.0,0,41
0.8011242151260376,1.0,0,42
0.8016672134399414,1.0,0,43
0.7661350965499878,1.0,0,44
0.7475417256355286,1.0,0,45
0.8030051589012146,1.0,0,46
0.8001224994659424,1.0,0,47
0.7891005873680115,1.0,0,48
0.7652739882469177,1.0,0,49
0.842912495136261,1.0,0,50
0.8301178812980652,1.0,0,51
0.7685436010360718,1.0,0,52
0.7876112461090088,1.0,0,53
0.7961741089820862,1.0,0,54
0.720122754573822,1.0,0,55
0.7789463400840759,1.0,0,56
0.787852942943573,1.0,0,57
0.8010432720184326,1.0,0,58
0.7626729011535645,1.0,0,59
0.7599679231643677,1.0,0,60
